страна,год,пол,возраст,количество_самоубийства,население,самоубийства_на_100к_человек,страна-год,ИЧР_за_год,ввп_за_год ($) ,ввп_на_душу_населения ($),поколение
Албания,2010,женский,15-24 лет,6,263581,2.28,Албания2010,0.722,"11,926,953,259",4359,Миллениалы
Албания,2010,женский,5-14 лет,2,223969,0.89,Албания2010,0.722,"11,926,953,259",4359,Поколение Z
Албания,2010,мужской,5-14 лет,0,240939,0.0,Албания2010,0.722,"11,926,953,259",4359,Поколение Z
Аргентина,1985,мужской,75+ лет,202,363000,55.65,Аргентина1985,0.694,"88,416,668,900",3264,Поколение G.I.
Аргентина,1985,мужской,55-74 лет,485,1997000,24.29,Аргентина1985,0.694,"88,416,668,900",3264,Поколение G.I.
Аргентина,1985,мужской,35-54 лет,414,3346300,12.37,Аргентина1985,0.694,"88,416,668,900",3264,Молчаливое поколение
Аргентина,1985,женский,55-74 лет,210,2304000,9.11,Аргентина1985,0.694,"88,416,668,900",3264,Поколение G.I.
Аргентина,1985,мужской,25-34 лет,177,2234200,7.92,Аргентина1985,0.694,"88,416,668,900",3264,Бумеры
Аргентина,1985,женский,75+ лет,41,537000,7.64,Аргентина1985,0.694,"88,416,668,900",3264,Поколение G.I.
Аргентина,1985,мужской,15-24 лет,156,2415200,6.46,Аргентина1985,0.694,"88,416,668,900",3264,Поколение X
Аргентина,1985,женский,35-54 лет,142,3355300,4.23,Аргентина1985,0.694,"88,416,668,900",3264,Молчаливое поколение
Аргентина,1985,женский,25-34 лет,65,2185200,2.97,Аргентина1985,0.694,"88,416,668,900",3264,Бумеры
Аргентина,1985,женский,15-24 лет,69,2354200,2.93,Аргентина1985,0.694,"88,416,668,900",3264,Поколение X
Аргентина,1985,мужской,5-14 лет,16,3044200,0.53,Аргентина1985,0.694,"88,416,668,900",3264,Поколение X
Аргентина,1985,женский,5-14 лет,11,2955200,0.37,Аргентина1985,0.694,"88,416,668,900",3264,Поколение X
Аргентина,1986,мужской,75+ лет,230,365000,63.01,Аргентина1986,,"110,934,442,763",4072,Поколение G.I.
Аргентина,1986,мужской,55-74 лет,530,2008300,26.39,Аргентина1986,,"110,934,442,763",4072,Поколение G.I.
Аргентина,1986,мужской,35-54 лет,478,3365200,14.2,Аргентина1986,,"110,934,442,763",4072,Молчаливое поколение
Аргентина,1986,мужской,25-34 лет,209,2246900,9.3,Аргентина1986,,"110,934,442,763",4072,Бумеры
Аргентина,1986,женский,75+ лет,48,540200,8.89,Аргентина1986,,"110,934,442,763",4072,Поколение G.I.
Аргентина,1986,женский,55-74 лет,201,2317100,8.67,Аргентина1986,,"110,934,442,763",4072,Поколение G.I.
Аргентина,1986,мужской,15-24 лет,186,2428900,7.66,Аргентина1986,,"110,934,442,763",4072,Поколение X
Аргентина,1986,женский,35-54 лет,188,3374300,5.57,Аргентина1986,,"110,934,442,763",4072,Молчаливое поколение
Аргентина,1986,женский,25-34 лет,96,2197600,4.37,Аргентина1986,,"110,934,442,763",4072,Бумеры
Аргентина,1986,женский,15-24 лет,101,2367600,4.27,Аргентина1986,,"110,934,442,763",4072,Поколение X
Аргентина,1986,мужской,5-14 лет,10,3061400,0.33,Аргентина1986,,"110,934,442,763",4072,Поколение X
Аргентина,1986,женский,5-14 лет,7,2971900,0.24,Аргентина1986,,"110,934,442,763",4072,Поколение X
Аргентина,1987,мужской,75+ лет,200,369800,54.08,Аргентина1987,,"111,106,191,358",4026,Поколение G.I.
Аргентина,1987,мужской,55-74 лет,532,2034500,26.15,Аргентина1987,,"111,106,191,358",4026,Поколение G.I.
Аргентина,1987,мужской,35-54 лет,482,3409100,14.14,Аргентина1987,,"111,106,191,358",4026,Молчаливое поколение
Аргентина,1987,женский,75+ лет,57,547000,10.42,Аргентина1987,,"111,106,191,358",4026,Поколение G.I.
Аргентина,1987,женский,55-74 лет,224,2347300,9.54,Аргентина1987,,"111,106,191,358",4026,Поколение G.I.
Аргентина,1987,мужской,25-34 лет,192,2276200,8.44,Аргентина1987,,"111,106,191,358",4026,Бумеры
Аргентина,1987,мужской,15-24 лет,179,2460600,7.27,Аргентина1987,,"111,106,191,358",4026,Поколение X
Аргентина,1987,женский,35-54 лет,209,3418300,6.11,Аргентина1987,,"111,106,191,358",4026,Молчаливое поколение
Аргентина,1987,женский,25-34 лет,89,2226200,4.0,Аргентина1987,,"111,106,191,358",4026,Бумеры
Аргентина,1987,женский,15-24 лет,93,2398400,3.88,Аргентина1987,,"111,106,191,358",4026,Поколение X
Аргентина,1987,мужской,5-14 лет,15,3101300,0.48,Аргентина1987,,"111,106,191,358",4026,Поколение X
Аргентина,1987,женский,5-14 лет,14,3010700,0.47,Аргентина1987,,"111,106,191,358",4026,Поколение X
Аргентина,1988,мужской,75+ лет,216,392000,55.1,Аргентина1988,,"126,206,817,196",4458,Поколение G.I.
Аргентина,1988,мужской,55-74 лет,550,2079000,26.46,Аргентина1988,,"126,206,817,196",4458,Поколение G.I.
Аргентина,1988,мужской,35-54 лет,477,3503000,13.62,Аргентина1988,,"126,206,817,196",4458,Молчаливое поколение
Аргентина,1988,женский,75+ лет,61,602000,10.13,Аргентина1988,,"126,206,817,196",4458,Поколение G.I.
Аргентина,1988,женский,55-74 лет,233,2412000,9.66,Аргентина1988,,"126,206,817,196",4458,Поколение G.I.
Аргентина,1988,мужской,25-34 лет,215,2276000,9.45,Аргентина1988,,"126,206,817,196",4458,Бумеры
Аргентина,1988,мужской,15-24 лет,211,2524000,8.36,Аргентина1988,,"126,206,817,196",4458,Поколение X
Аргентина,1988,женский,35-54 лет,198,3508000,5.64,Аргентина1988,,"126,206,817,196",4458,Молчаливое поколение
Аргентина,1988,женский,15-24 лет,101,2459000,4.11,Аргентина1988,,"126,206,817,196",4458,Поколение X
Аргентина,1988,женский,25-34 лет,61,2228000,2.74,Аргентина1988,,"126,206,817,196",4458,Бумеры
Аргентина,1988,мужской,5-14 лет,20,3210000,0.62,Аргентина1988,,"126,206,817,196",4458,Поколение X
Аргентина,1988,женский,5-14 лет,11,3115000,0.35,Аргентина1988,,"126,206,817,196",4458,Поколение X
Аргентина,1989,мужской,75+ лет,208,400000,52.0,Аргентина1989,,"76,636,898,036",2670,Поколение G.I.
Аргентина,1989,мужской,55-74 лет,548,2105000,26.03,Аргентина1989,,"76,636,898,036",2670,Поколение G.I.
Аргентина,1989,мужской,35-54 лет,462,3561000,12.97,Аргентина1989,,"76,636,898,036",2670,Молчаливое поколение
Аргентина,1989,женский,75+ лет,65,622000,10.45,Аргентина1989,,"76,636,898,036",2670,Поколение G.I.
Аргентина,1989,мужской,25-34 лет,219,2287000,9.58,Аргентина1989,,"76,636,898,036",2670,Бумеры
Аргентина,1989,женский,55-74 лет,201,2446000,8.22,Аргентина1989,,"76,636,898,036",2670,Поколение G.I.
Аргентина,1989,мужской,15-24 лет,186,2575000,7.22,Аргентина1989,,"76,636,898,036",2670,Поколение X
Аргентина,1989,женский,35-54 лет,166,3563000,4.66,Аргентина1989,,"76,636,898,036",2670,Молчаливое поколение
Аргентина,1989,женский,25-34 лет,83,2240000,3.71,Аргентина1989,,"76,636,898,036",2670,Бумеры
Аргентина,1989,женский,15-24 лет,80,2509000,3.19,Аргентина1989,,"76,636,898,036",2670,Поколение X
Аргентина,1989,мужской,5-14 лет,18,3245000,0.55,Аргентина1989,,"76,636,898,036",2670,Поколение X
Аргентина,1989,женский,5-14 лет,11,3149000,0.35,Аргентина1989,,"76,636,898,036",2670,Поколение X
Аргентина,1990,мужской,75+ лет,226,411100,54.97,Аргентина1990,0.705,"141,352,368,715",4859,Поколение G.I.
Аргентина,1990,мужской,55-74 лет,502,2128000,23.59,Аргентина1990,0.705,"141,352,368,715",4859,Поколение G.I.
Аргентина,1990,мужской,35-54 лет,439,3619000,12.13,Аргентина1990,0.705,"141,352,368,715",4859,Молчаливое поколение
Аргентина,1990,женский,75+ лет,61,643000,9.49,Аргентина1990,0.705,"141,352,368,715",4859,Поколение G.I.
Аргентина,1990,мужской,25-34 лет,182,2297000,7.92,Аргентина1990,0.705,"141,352,368,715",4859,Бумеры
Аргентина,1990,женский,55-74 лет,190,2477000,7.67,Аргентина1990,0.705,"141,352,368,715",4859,Поколение G.I.
Аргентина,1990,мужской,15-24 лет,174,2635000,6.6,Аргентина1990,0.705,"141,352,368,715",4859,Поколение X
Аргентина,1990,женский,35-54 лет,163,3622000,4.5,Аргентина1990,0.705,"141,352,368,715",4859,Молчаливое поколение
Аргентина,1990,женский,15-24 лет,91,2568000,3.54,Аргентина1990,0.705,"141,352,368,715",4859,Поколение X
Аргентина,1990,женский,25-34 лет,76,2251000,3.38,Аргентина1990,0.705,"141,352,368,715",4859,Бумеры
Аргентина,1990,мужской,5-14 лет,22,3269000,0.67,Аргентина1990,0.705,"141,352,368,715",4859,Поколение X
Аргентина,1990,женский,5-14 лет,14,3171000,0.44,Аргентина1990,0.705,"141,352,368,715",4859,Поколение X
Аргентина,1991,мужской,75+ лет,184,396000,46.46,Аргентина1991,,"189,719,984,268",6404,Поколение G.I.
Аргентина,1991,мужской,55-74 лет,449,2130000,21.08,Аргентина1991,,"189,719,984,268",6404,Молчаливое поколение
Аргентина,1991,мужской,35-54 лет,398,3580000,11.12,Аргентина1991,,"189,719,984,268",6404,Бумеры
Аргентина,1991,мужской,25-34 лет,214,2277000,9.4,Аргентина1991,,"189,719,984,268",6404,Бумеры
Аргентина,1991,женский,75+ лет,50,658000,7.6,Аргентина1991,,"189,719,984,268",6404,Поколение G.I.
Аргентина,1991,женский,55-74 лет,169,2508000,6.74,Аргентина1991,,"189,719,984,268",6404,Молчаливое поколение
Аргентина,1991,мужской,15-24 лет,179,2738000,6.54,Аргентина1991,,"189,719,984,268",6404,Поколение X
