страна,год,пол,возраст,количество_самоубийств,население,самоубийства_на_100к_человек,ИЧР_за_год,ВВП_за_год,ВВП_на_душу_населения,индекс_безработицы,регион
Аргентина,1986,женский,15-24 лет,101,2367600,4.27,0.7796,110934442763.0,4072,6.3,Южная Америка
Аргентина,1986,мужской,5-14 лет,10,3061400,0.33,0.7796,110934442763.0,4072,6.3,Южная Америка
Аргентина,1986,женский,5-14 лет,7,2971900,0.24,0.7796,110934442763.0,4072,6.3,Южная Америка
Аргентина,1987,мужской,75+ лет,200,369800,54.08,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,мужской,55-74 лет,532,2034500,26.15,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,мужской,35-54 лет,482,3409100,14.14,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,женский,75+ лет,57,547000,10.42,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,женский,55-74 лет,224,2347300,9.54,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,мужской,25-34 лет,192,2276200,8.44,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,мужской,15-24 лет,179,2460600,7.27,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,женский,35-54 лет,209,3418300,6.11,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,женский,25-34 лет,89,2226200,4.0,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,женский,15-24 лет,93,2398400,3.88,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,мужской,5-14 лет,15,3101300,0.48,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1987,женский,5-14 лет,14,3010700,0.47,0.7796,111106191358.0,4026,6.0,Южная Америка
Аргентина,1988,мужской,75+ лет,216,392000,55.1,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,мужской,55-74 лет,550,2079000,26.46,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,мужской,35-54 лет,477,3503000,13.62,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,женский,75+ лет,61,602000,10.13,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,женский,55-74 лет,233,2412000,9.66,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,мужской,25-34 лет,215,2276000,9.45,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,мужской,15-24 лет,211,2524000,8.36,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,женский,35-54 лет,198,3508000,5.64,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,женский,15-24 лет,101,2459000,4.11,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,женский,25-34 лет,61,2228000,2.74,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,мужской,5-14 лет,20,3210000,0.62,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1988,женский,5-14 лет,11,3115000,0.35,0.7796,126206817196.0,4458,6.5,Южная Америка
Аргентина,1989,мужской,75+ лет,208,400000,52.0,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,мужской,55-74 лет,548,2105000,26.03,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,мужской,35-54 лет,462,3561000,12.97,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,женский,75+ лет,65,622000,10.45,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,мужской,25-34 лет,219,2287000,9.58,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,женский,55-74 лет,201,2446000,8.22,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,мужской,15-24 лет,186,2575000,7.22,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,женский,35-54 лет,166,3563000,4.66,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,женский,25-34 лет,83,2240000,3.71,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,женский,15-24 лет,80,2509000,3.19,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,мужской,5-14 лет,18,3245000,0.55,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1989,женский,5-14 лет,11,3149000,0.35,0.7796,76636898036.0,2670,8.0,Южная Америка
Аргентина,1990,мужской,75+ лет,226,411100,54.97,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,мужской,55-74 лет,502,2128000,23.59,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,мужской,35-54 лет,439,3619000,12.13,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,женский,75+ лет,61,643000,9.49,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,мужской,25-34 лет,182,2297000,7.92,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,женский,55-74 лет,190,2477000,7.67,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,мужской,15-24 лет,174,2635000,6.6,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,женский,35-54 лет,163,3622000,4.5,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,женский,15-24 лет,91,2568000,3.54,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,женский,25-34 лет,76,2251000,3.38,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,мужской,5-14 лет,22,3269000,0.67,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1990,женский,5-14 лет,14,3171000,0.44,0.705,141352368715.0,4859,7.6,Южная Америка
Аргентина,1991,мужской,75+ лет,184,396000,46.46,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,мужской,55-74 лет,449,2130000,21.08,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,мужской,35-54 лет,398,3580000,11.12,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,мужской,25-34 лет,214,2277000,9.4,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,женский,75+ лет,50,658000,7.6,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,женский,55-74 лет,169,2508000,6.74,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,мужской,15-24 лет,179,2738000,6.54,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,женский,35-54 лет,133,3691000,3.6,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,женский,25-34 лет,77,2310000,3.33,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,женский,15-24 лет,61,2689000,2.27,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,мужской,5-14 лет,28,3369000,0.83,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1991,женский,5-14 лет,9,3277000,0.27,0.7796,189719984268.0,6404,6.5,Южная Америка
Аргентина,1992,мужской,75+ лет,194,404900,47.91,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,мужской,55-74 лет,500,2150500,23.25,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,мужской,35-54 лет,488,3616600,13.49,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,мужской,25-34 лет,227,2306200,9.84,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,мужской,15-24 лет,249,2834100,8.79,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,женский,75+ лет,46,678000,6.78,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,женский,55-74 лет,147,2538400,5.79,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,женский,35-54 лет,140,3755500,3.73,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,женский,25-34 лет,79,2329100,3.39,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,женский,15-24 лет,79,2783500,2.84,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,мужской,5-14 лет,22,3371800,0.65,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1992,женский,5-14 лет,13,3276800,0.4,0.7796,228788617202.0,7615,7.1,Южная Америка
Аргентина,1993,мужской,75+ лет,229,413600,55.37,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,мужской,55-74 лет,520,2171500,23.95,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,мужской,35-54 лет,495,3672300,13.48,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,мужской,25-34 лет,233,2336300,9.97,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,женский,75+ лет,58,698400,8.3,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,мужской,15-24 лет,235,2932300,8.01,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,женский,55-74 лет,126,2568300,4.91,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,женский,35-54 лет,144,3820400,3.77,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,женский,25-34 лет,76,2347800,3.24,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,женский,15-24 лет,73,2879300,2.54,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,мужской,5-14 лет,25,3367500,0.74,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1993,женский,5-14 лет,16,3269800,0.49,0.7796,236741715015.0,7768,11.6,Южная Америка
Аргентина,1994,мужской,75+ лет,192,423100,45.38,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,мужской,55-74 лет,509,2192500,23.22,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,мужской,35-54 лет,527,3729600,14.13,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,мужской,25-34 лет,226,2369000,9.54,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,мужской,15-24 лет,250,3027200,8.26,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,женский,55-74 лет,135,2597400,5.2,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,женский,75+ лет,34,719700,4.72,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,женский,35-54 лет,160,3885600,4.12,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,женский,15-24 лет,98,2971300,3.3,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,женский,25-34 лет,72,2369900,3.04,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,мужской,5-14 лет,27,3363000,0.8,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1994,женский,5-14 лет,11,3262900,0.34,0.7796,257440000000.0,8328,13.3,Южная Америка
Аргентина,1995,мужской,75+ лет,190,433800,43.8,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,мужской,55-74 лет,515,2214000,23.26,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,мужской,35-54 лет,485,3787800,12.8,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,мужской,25-34 лет,218,2404900,9.06,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,мужской,15-24 лет,277,3112100,8.9,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,женский,75+ лет,49,742200,6.6,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,женский,55-74 лет,134,2625900,5.1,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,женский,35-54 лет,139,3950100,3.52,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,женский,15-24 лет,101,3053300,3.31,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,женский,25-34 лет,62,2396900,2.59,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,женский,5-14 лет,19,3261100,0.58,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1995,мужской,5-14 лет,15,3363300,0.45,0.731,258031750000.0,8232,18.9,Южная Америка
Аргентина,1996,мужской,75+ лет,189,445800,42.4,0.7796,272149750000.0,8563,18.8,Южная Америка
Аргентина,1996,мужской,55-74 лет,464,2235900,20.75,0.7796,272149750000.0,8563,18.8,Южная Америка
Аргентина,1996,мужской,35-54 лет,524,3847300,13.62,0.7796,272149750000.0,8563,18.8,Южная Америка
Аргентина,1996,мужской,25-34 лет,226,2442900,9.25,0.7796,272149750000.0,8563,18.8,Южная Америка
Аргентина,1996,мужской,15-24 лет,280,3185600,8.79,0.7796,272149750000.0,8563,18.8,Южная Америка
Аргентина,1996,женский,75+ лет,59,766100,7.7,0.7796,272149750000.0,8563,18.8,Южная Америка
